Mod:Item:MetaData, Localized Name
gregtech:gt.blockores:19347, Small Firestone Ore
gregtech:gt.blockores:20347, Small Firestone Ore
gregtech:gt.blockores:21347, Small Firestone Ore
gregtech:gt.blockores:22347, Small Firestone Ore
gregtech:gt.blockores:368, Shadow Metal Ore
gregtech:gt.blockores:1368, Shadow Metal Ore
gregtech:gt.blockores:2368, Shadow Metal Ore
gregtech:gt.blockores:3368, Shadow Metal Ore
gregtech:gt.blockores:4368, Shadow Metal Ore
gregtech:gt.blockores:5368, Shadow Metal Ore
gregtech:gt.blockores:6368, Shadow Metal Ore
gregtech:gt.blockores:16368, Small Shadow Metal Ore
gregtech:gt.blockores:17368, Small Shadow Metal Ore
gregtech:gt.blockores:18368, Small Shadow Metal Ore
gregtech:gt.blockores:19368, Small Shadow Metal Ore
gregtech:gt.blockores:20368, Small Shadow Metal Ore
gregtech:gt.blockores:21368, Small Shadow Metal Ore
gregtech:gt.blockores:22368, Small Shadow Metal Ore
gregtech:gt.blockores:375, Rutile Ore
gregtech:gt.blockores:1375, Rutile Ore
gregtech:gt.blockores:2375, Rutile Ore
gregtech:gt.blockores:3375, Rutile Ore
gregtech:gt.blockores:4375, Rutile Ore
gregtech:gt.blockores:5375, Rutile Ore
gregtech:gt.blockores:6375, Rutile Ore
gregtech:gt.blockores:16375, Small Rutile Ore
gregtech:gt.blockores:17375, Small Rutile Ore
gregtech:gt.blockores:18375, Small Rutile Ore
gregtech:gt.blockores:19375, Small Rutile Ore
gregtech:gt.blockores:20375, Small Rutile Ore
gregtech:gt.blockores:21375, Small Rutile Ore
gregtech:gt.blockores:22375, Small Rutile Ore
gregtech:gt.blockores:382, Ardite Ore
gregtech:gt.blockores:1382, Ardite Ore
gregtech:gt.blockores:2382, Ardite Ore
gregtech:gt.blockores:3382, Ardite Ore
gregtech:gt.blockores:4382, Ardite Ore
gregtech:gt.blockores:5382, Ardite Ore
gregtech:gt.blockores:6382, Ardite Ore
gregtech:gt.blockores:16382, Small Ardite Ore
gregtech:gt.blockores:17382, Small Ardite Ore
gregtech:gt.blockores:18382, Small Ardite Ore
gregtech:gt.blockores:19382, Small Ardite Ore
gregtech:gt.blockores:20382, Small Ardite Ore
gregtech:gt.blockores:21382, Small Ardite Ore
gregtech:gt.blockores:22382, Small Ardite Ore
gregtech:gt.blockores:386, Manyullyn Ore
gregtech:gt.blockores:1386, Manyullyn Ore
gregtech:gt.blockores:2386, Manyullyn Ore
gregtech:gt.blockores:3386, Manyullyn Ore
gregtech:gt.blockores:4386, Manyullyn Ore
gregtech:gt.blockores:5386, Manyullyn Ore
gregtech:gt.blockores:6386, Manyullyn Ore
gregtech:gt.blockores:16386, Small Manyullyn Ore
gregtech:gt.blockores:17386, Small Manyullyn Ore
gregtech:gt.blockores:18386, Small Manyullyn Ore
gregtech:gt.blockores:19386, Small Manyullyn Ore
gregtech:gt.blockores:20386, Small Manyullyn Ore
gregtech:gt.blockores:21386, Small Manyullyn Ore
gregtech:gt.blockores:22386, Small Manyullyn Ore
gregtech:gt.blockores:387, Mytryl Ore
gregtech:gt.blockores:1387, Mytryl Ore
gregtech:gt.blockores:2387, Mytryl Ore
gregtech:gt.blockores:3387, Mytryl Ore
gregtech:gt.blockores:4387, Mytryl Ore
gregtech:gt.blockores:5387, Mytryl Ore
gregtech:gt.blockores:6387, Mytryl Ore
gregtech:gt.blockores:16387, Small Mytryl Ore
gregtech:gt.blockores:17387, Small Mytryl Ore
gregtech:gt.blockores:18387, Small Mytryl Ore
gregtech:gt.blockores:19387, Small Mytryl Ore
gregtech:gt.blockores:20387, Small Mytryl Ore
gregtech:gt.blockores:21387, Small Mytryl Ore
gregtech:gt.blockores:22387, Small Mytryl Ore
gregtech:gt.blockores:388, Black Plutonium Ore
gregtech:gt.blockores:1388, Black Plutonium Ore
gregtech:gt.blockores:2388, Black Plutonium Ore
gregtech:gt.blockores:3388, Black Plutonium Ore
gregtech:gt.blockores:4388, Black Plutonium Ore
gregtech:gt.blockores:5388, Black Plutonium Ore
gregtech:gt.blockores:6388, Black Plutonium Ore
gregtech:gt.blockores:16388, Small Black Plutonium Ore
gregtech:gt.blockores:17388, Small Black Plutonium Ore
gregtech:gt.blockores:18388, Small Black Plutonium Ore
gregtech:gt.blockores:19388, Small Black Plutonium Ore
gregtech:gt.blockores:20388, Small Black Plutonium Ore
gregtech:gt.blockores:21388, Small Black Plutonium Ore
gregtech:gt.blockores:22388, Small Black Plutonium Ore
gregtech:gt.blockores:389, Callisto Ice Ore
gregtech:gt.blockores:1389, Callisto Ice Ore
gregtech:gt.blockores:2389, Callisto Ice Ore
gregtech:gt.blockores:3389, Callisto Ice Ore
gregtech:gt.blockores:4389, Callisto Ice Ore
gregtech:gt.blockores:5389, Callisto Ice Ore
gregtech:gt.blockores:6389, Callisto Ice Ore
gregtech:gt.blockores:16389, Small Callisto Ice Ore
gregtech:gt.blockores:17389, Small Callisto Ice Ore
gregtech:gt.blockores:18389, Small Callisto Ice Ore
gregtech:gt.blockores:19389, Small Callisto Ice Ore
gregtech:gt.blockores:20389, Small Callisto Ice Ore
gregtech:gt.blockores:21389, Small Callisto Ice Ore
gregtech:gt.blockores:22389, Small Callisto Ice Ore
gregtech:gt.blockores:390, Ledox Ore
gregtech:gt.blockores:1390, Ledox Ore
gregtech:gt.blockores:2390, Ledox Ore
gregtech:gt.blockores:3390, Ledox Ore
gregtech:gt.blockores:4390, Ledox Ore
gregtech:gt.blockores:5390, Ledox Ore
gregtech:gt.blockores:6390, Ledox Ore
gregtech:gt.blockores:16390, Small Ledox Ore
gregtech:gt.blockores:17390, Small Ledox Ore
gregtech:gt.blockores:18390, Small Ledox Ore
gregtech:gt.blockores:19390, Small Ledox Ore
gregtech:gt.blockores:20390, Small Ledox Ore
gregtech:gt.blockores:21390, Small Ledox Ore
gregtech:gt.blockores:22390, Small Ledox Ore
gregtech:gt.blockores:391, Quantium Ore
gregtech:gt.blockores:1391, Quantium Ore
gregtech:gt.blockores:2391, Quantium Ore
gregtech:gt.blockores:3391, Quantium Ore
gregtech:gt.blockores:4391, Quantium Ore
gregtech:gt.blockores:5391, Quantium Ore
gregtech:gt.blockores:6391, Quantium Ore
gregtech:gt.blockores:16391, Small Quantium Ore
gregtech:gt.blockores:17391, Small Quantium Ore
gregtech:gt.blockores:18391, Small Quantium Ore
gregtech:gt.blockores:19391, Small Quantium Ore
gregtech:gt.blockores:20391, Small Quantium Ore
gregtech:gt.blockores:21391, Small Quantium Ore
gregtech:gt.blockores:22391, Small Quantium Ore
gregtech:gt.blockores:392, Duralumin Ore
gregtech:gt.blockores:1392, Duralumin Ore
gregtech:gt.blockores:2392, Duralumin Ore
gregtech:gt.blockores:3392, Duralumin Ore
gregtech:gt.blockores:4392, Duralumin Ore
gregtech:gt.blockores:5392, Duralumin Ore
gregtech:gt.blockores:6392, Duralumin Ore
gregtech:gt.blockores:16392, Small Duralumin Ore
gregtech:gt.blockores:17392, Small Duralumin Ore
gregtech:gt.blockores:18392, Small Duralumin Ore
gregtech:gt.blockores:19392, Small Duralumin Ore
gregtech:gt.blockores:20392, Small Duralumin Ore
gregtech:gt.blockores:21392, Small Duralumin Ore
gregtech:gt.blockores:22392, Small Duralumin Ore
gregtech:gt.blockores:393, Oriharukon Ore
gregtech:gt.blockores:1393, Oriharukon Ore
gregtech:gt.blockores:2393, Oriharukon Ore
gregtech:gt.blockores:3393, Oriharukon Ore
gregtech:gt.blockores:4393, Oriharukon Ore
gregtech:gt.blockores:5393, Oriharukon Ore
gregtech:gt.blockores:6393, Oriharukon Ore
gregtech:gt.blockores:16393, Small Oriharukon Ore
gregtech:gt.blockores:17393, Small Oriharukon Ore
gregtech:gt.blockores:18393, Small Oriharukon Ore
gregtech:gt.blockores:19393, Small Oriharukon Ore
gregtech:gt.blockores:20393, Small Oriharukon Ore
gregtech:gt.blockores:21393, Small Oriharukon Ore
gregtech:gt.blockores:22393, Small Oriharukon Ore
gregtech:gt.blockores:394, Infinity Catalyst Ore
gregtech:gt.blockores:1394, Infinity Catalyst Ore
gregtech:gt.blockores:2394, Infinity Catalyst Ore
gregtech:gt.blockores:3394, Infinity Catalyst Ore
gregtech:gt.blockores:4394, Infinity Catalyst Ore
gregtech:gt.blockores:5394, Infinity Catalyst Ore
gregtech:gt.blockores:6394, Infinity Catalyst Ore
gregtech:gt.blockores:16394, Small Infinity Catalyst Ore
gregtech:gt.blockores:17394, Small Infinity Catalyst Ore
gregtech:gt.blockores:18394, Small Infinity Catalyst Ore
gregtech:gt.blockores:19394, Small Infinity Catalyst Ore
gregtech:gt.blockores:20394, Small Infinity Catalyst Ore
gregtech:gt.blockores:21394, Small Infinity Catalyst Ore
gregtech:gt.blockores:22394, Small Infinity Catalyst Ore
gregtech:gt.blockores:395, Bedrockium Ore
gregtech:gt.blockores:1395, Bedrockium Ore
gregtech:gt.blockores:2395, Bedrockium Ore
gregtech:gt.blockores:3395, Bedrockium Ore
gregtech:gt.blockores:4395, Bedrockium Ore
gregtech:gt.blockores:5395, Bedrockium Ore
gregtech:gt.blockores:6395, Bedrockium Ore
gregtech:gt.blockores:16395, Small Bedrockium Ore
gregtech:gt.blockores:17395, Small Bedrockium Ore
gregtech:gt.blockores:18395, Small Bedrockium Ore
gregtech:gt.blockores:19395, Small Bedrockium Ore
gregtech:gt.blockores:20395, Small Bedrockium Ore
gregtech:gt.blockores:21395, Small Bedrockium Ore
gregtech:gt.blockores:22395, Small Bedrockium Ore
gregtech:gt.blockores:398, Mysterious Crystal Ore
gregtech:gt.blockores:1398, Mysterious Crystal Ore
gregtech:gt.blockores:2398, Mysterious Crystal Ore
gregtech:gt.blockores:3398, Mysterious Crystal Ore
gregtech:gt.blockores:4398, Mysterious Crystal Ore
gregtech:gt.blockores:5398, Mysterious Crystal Ore
gregtech:gt.blockores:6398, Mysterious Crystal Ore
gregtech:gt.blockores:16398, Small Mysterious Crystal Ore
gregtech:gt.blockores:17398, Small Mysterious Crystal Ore
gregtech:gt.blockores:18398, Small Mysterious Crystal Ore
gregtech:gt.blockores:19398, Small Mysterious Crystal Ore
gregtech:gt.blockores:20398, Small Mysterious Crystal Ore
gregtech:gt.blockores:21398, Small Mysterious Crystal Ore
gregtech:gt.blockores:22398, Small Mysterious Crystal Ore
gregtech:gt.blockores:485, Alduorite Ore
gregtech:gt.blockores:1485, Alduorite Ore
gregtech:gt.blockores:2485, Alduorite Ore
gregtech:gt.blockores:3485, Alduorite Ore
gregtech:gt.blockores:4485, Alduorite Ore
gregtech:gt.blockores:5485, Alduorite Ore
gregtech:gt.blockores:6485, Alduorite Ore
gregtech:gt.blockores:16485, Small Alduorite Ore
gregtech:gt.blockores:17485, Small Alduorite Ore
gregtech:gt.blockores:18485, Small Alduorite Ore
gregtech:gt.blockores:19485, Small Alduorite Ore
gregtech:gt.blockores:20485, Small Alduorite Ore
gregtech:gt.blockores:21485, Small Alduorite Ore
gregtech:gt.blockores:22485, Small Alduorite Ore
gregtech:gt.blockores:488, Rubracium Ore
gregtech:gt.blockores:1488, Rubracium Ore
gregtech:gt.blockores:2488, Rubracium Ore
gregtech:gt.blockores:3488, Rubracium Ore
gregtech:gt.blockores:4488, Rubracium Ore
gregtech:gt.blockores:5488, Rubracium Ore
gregtech:gt.blockores:6488, Rubracium Ore
gregtech:gt.blockores:16488, Small Rubracium Ore
gregtech:gt.blockores:17488, Small Rubracium Ore
gregtech:gt.blockores:18488, Small Rubracium Ore
gregtech:gt.blockores:19488, Small Rubracium Ore
gregtech:gt.blockores:20488, Small Rubracium Ore
gregtech:gt.blockores:21488, Small Rubracium Ore
gregtech:gt.blockores:22488, Small Rubracium Ore
gregtech:gt.blockores:489, Vulcanite Ore
gregtech:gt.blockores:1489, Vulcanite Ore
gregtech:gt.blockores:2489, Vulcanite Ore
gregtech:gt.blockores:3489, Vulcanite Ore
gregtech:gt.blockores:4489, Vulcanite Ore
gregtech:gt.blockores:5489, Vulcanite Ore
gregtech:gt.blockores:6489, Vulcanite Ore
gregtech:gt.blockores:16489, Small Vulcanite Ore
gregtech:gt.blockores:17489, Small Vulcanite Ore
gregtech:gt.blockores:18489, Small Vulcanite Ore
gregtech:gt.blockores:19489, Small Vulcanite Ore
gregtech:gt.blockores:20489, Small Vulcanite Ore
gregtech:gt.blockores:21489, Small Vulcanite Ore
gregtech:gt.blockores:22489, Small Vulcanite Ore
gregtech:gt.blockores:500, Diamond Ore
gregtech:gt.blockores:1500, Diamond Ore
gregtech:gt.blockores:2500, Diamond Ore
gregtech:gt.blockores:3500, Diamond Ore
gregtech:gt.blockores:4500, Diamond Ore
gregtech:gt.blockores:5500, Diamond Ore
gregtech:gt.blockores:6500, Diamond Ore
gregtech:gt.blockores:16500, Small Diamond Ore
gregtech:gt.blockores:17500, Small Diamond Ore
gregtech:gt.blockores:18500, Small Diamond Ore
gregtech:gt.blockores:19500, Small Diamond Ore
gregtech:gt.blockores:20500, Small Diamond Ore
gregtech:gt.blockores:21500, Small Diamond Ore
gregtech:gt.blockores:22500, Small Diamond Ore
gregtech:gt.blockores:501, Emerald Ore
gregtech:gt.blockores:1501, Emerald Ore
gregtech:gt.blockores:2501, Emerald Ore
gregtech:gt.blockores:3501, Emerald Ore
gregtech:gt.blockores:4501, Emerald Ore
gregtech:gt.blockores:5501, Emerald Ore
gregtech:gt.blockores:6501, Emerald Ore
gregtech:gt.blockores:16501, Small Emerald Ore
gregtech:gt.blockores:17501, Small Emerald Ore
gregtech:gt.blockores:18501, Small Emerald Ore
gregtech:gt.blockores:19501, Small Emerald Ore
gregtech:gt.blockores:20501, Small Emerald Ore
gregtech:gt.blockores:21501, Small Emerald Ore
gregtech:gt.blockores:22501, Small Emerald Ore
gregtech:gt.blockores:502, Ruby Ore
gregtech:gt.blockores:1502, Ruby Ore
gregtech:gt.blockores:2502, Ruby Ore
gregtech:gt.blockores:3502, Ruby Ore
gregtech:gt.blockores:4502, Ruby Ore
gregtech:gt.blockores:5502, Ruby Ore
gregtech:gt.blockores:6502, Ruby Ore
gregtech:gt.blockores:16502, Small Ruby Ore
gregtech:gt.blockores:17502, Small Ruby Ore
gregtech:gt.blockores:18502, Small Ruby Ore
gregtech:gt.blockores:19502, Small Ruby Ore
gregtech:gt.blockores:20502, Small Ruby Ore
gregtech:gt.blockores:21502, Small Ruby Ore
gregtech:gt.blockores:22502, Small Ruby Ore
gregtech:gt.blockores:503, Sapphire Ore
gregtech:gt.blockores:1503, Sapphire Ore
gregtech:gt.blockores:2503, Sapphire Ore
gregtech:gt.blockores:3503, Sapphire Ore
gregtech:gt.blockores:4503, Sapphire Ore
gregtech:gt.blockores:5503, Sapphire Ore
gregtech:gt.blockores:6503, Sapphire Ore
gregtech:gt.blockores:16503, Small Sapphire Ore
gregtech:gt.blockores:17503, Small Sapphire Ore
gregtech:gt.blockores:18503, Small Sapphire Ore
gregtech:gt.blockores:19503, Small Sapphire Ore
gregtech:gt.blockores:20503, Small Sapphire Ore
gregtech:gt.blockores:21503, Small Sapphire Ore
gregtech:gt.blockores:22503, Small Sapphire Ore
gregtech:gt.blockores:504, Green Sapphire Ore
gregtech:gt.blockores:1504, Green Sapphire Ore
gregtech:gt.blockores:2504, Green Sapphire Ore
gregtech:gt.blockores:3504, Green Sapphire Ore
gregtech:gt.blockores:4504, Green Sapphire Ore
gregtech:gt.blockores:5504, Green Sapphire Ore
gregtech:gt.blockores:6504, Green Sapphire Ore
gregtech:gt.blockores:16504, Small Green Sapphire Ore
gregtech:gt.blockores:17504, Small Green Sapphire Ore
gregtech:gt.blockores:18504, Small Green Sapphire Ore
gregtech:gt.blockores:19504, Small Green Sapphire Ore
gregtech:gt.blockores:20504, Small Green Sapphire Ore
gregtech:gt.blockores:21504, Small Green Sapphire Ore
gregtech:gt.blockores:22504, Small Green Sapphire Ore
gregtech:gt.blockores:505, Olivine Ore
gregtech:gt.blockores:1505, Olivine Ore
gregtech:gt.blockores:2505, Olivine Ore
gregtech:gt.blockores:3505, Olivine Ore
gregtech:gt.blockores:4505, Olivine Ore
gregtech:gt.blockores:5505, Olivine Ore
gregtech:gt.blockores:6505, Olivine Ore
gregtech:gt.blockores:16505, Small Olivine Ore
gregtech:gt.blockores:17505, Small Olivine Ore
gregtech:gt.blockores:18505, Small Olivine Ore
gregtech:gt.blockores:19505, Small Olivine Ore
gregtech:gt.blockores:20505, Small Olivine Ore
gregtech:gt.blockores:21505, Small Olivine Ore
gregtech:gt.blockores:22505, Small Olivine Ore
gregtech:gt.blockores:506, Nether Star Ore
gregtech:gt.blockores:1506, Nether Star Ore
gregtech:gt.blockores:2506, Nether Star Ore
gregtech:gt.blockores:3506, Nether Star Ore
gregtech:gt.blockores:4506, Nether Star Ore
gregtech:gt.blockores:5506, Nether Star Ore
gregtech:gt.blockores:6506, Nether Star Ore
gregtech:gt.blockores:16506, Small Nether Star Ore
gregtech:gt.blockores:17506, Small Nether Star Ore
gregtech:gt.blockores:18506, Small Nether Star Ore
gregtech:gt.blockores:19506, Small Nether Star Ore
gregtech:gt.blockores:20506, Small Nether Star Ore
gregtech:gt.blockores:21506, Small Nether Star Ore
gregtech:gt.blockores:22506, Small Nether Star Ore
gregtech:gt.blockores:507, Topaz Ore
gregtech:gt.blockores:1507, Topaz Ore
gregtech:gt.blockores:2507, Topaz Ore
gregtech:gt.blockores:3507, Topaz Ore
gregtech:gt.blockores:4507, Topaz Ore
gregtech:gt.blockores:5507, Topaz Ore
gregtech:gt.blockores:6507, Topaz Ore
gregtech:gt.blockores:16507, Small Topaz Ore
gregtech:gt.blockores:17507, Small Topaz Ore
gregtech:gt.blockores:18507, Small Topaz Ore
gregtech:gt.blockores:19507, Small Topaz Ore
gregtech:gt.blockores:20507, Small Topaz Ore
gregtech:gt.blockores:21507, Small Topaz Ore
gregtech:gt.blockores:22507, Small Topaz Ore
gregtech:gt.blockores:508, Tanzanite Ore
gregtech:gt.blockores:1508, Tanzanite Ore
gregtech:gt.blockores:2508, Tanzanite Ore
gregtech:gt.blockores:3508, Tanzanite Ore
gregtech:gt.blockores:4508, Tanzanite Ore
gregtech:gt.blockores:5508, Tanzanite Ore
gregtech:gt.blockores:6508, Tanzanite Ore
gregtech:gt.blockores:16508, Small Tanzanite Ore
gregtech:gt.blockores:17508, Small Tanzanite Ore
gregtech:gt.blockores:18508, Small Tanzanite Ore
gregtech:gt.blockores:19508, Small Tanzanite Ore
gregtech:gt.blockores:20508, Small Tanzanite Ore
gregtech:gt.blockores:21508, Small Tanzanite Ore
gregtech:gt.blockores:22508, Small Tanzanite Ore
gregtech:gt.blockores:509, Amethyst Ore
gregtech:gt.blockores:1509, Amethyst Ore
gregtech:gt.blockores:2509, Amethyst Ore
gregtech:gt.blockores:3509, Amethyst Ore
gregtech:gt.blockores:4509, Amethyst Ore
gregtech:gt.blockores:5509, Amethyst Ore
gregtech:gt.blockores:6509, Amethyst Ore
gregtech:gt.blockores:16509, Small Amethyst Ore
gregtech:gt.blockores:17509, Small Amethyst Ore
gregtech:gt.blockores:18509, Small Amethyst Ore
gregtech:gt.blockores:19509, Small Amethyst Ore
gregtech:gt.blockores:20509, Small Amethyst Ore
gregtech:gt.blockores:21509, Small Amethyst Ore
gregtech:gt.blockores:22509, Small Amethyst Ore
gregtech:gt.blockores:510, Opal Ore
gregtech:gt.blockores:1510, Opal Ore
gregtech:gt.blockores:2510, Opal Ore
gregtech:gt.blockores:3510, Opal Ore
gregtech:gt.blockores:4510, Opal Ore
gregtech:gt.blockores:5510, Opal Ore
gregtech:gt.blockores:6510, Opal Ore
gregtech:gt.blockores:16510, Small Opal Ore
gregtech:gt.blockores:17510, Small Opal Ore
gregtech:gt.blockores:18510, Small Opal Ore
gregtech:gt.blockores:19510, Small Opal Ore
gregtech:gt.blockores:20510, Small Opal Ore
gregtech:gt.blockores:21510, Small Opal Ore
gregtech:gt.blockores:22510, Small Opal Ore
gregtech:gt.blockores:511, Jasper Ore
gregtech:gt.blockores:1511, Jasper Ore
gregtech:gt.blockores:2511, Jasper Ore
gregtech:gt.blockores:3511, Jasper Ore
gregtech:gt.blockores:4511, Jasper Ore
gregtech:gt.blockores:5511, Jasper Ore
gregtech:gt.blockores:6511, Jasper Ore
gregtech:gt.blockores:16511, Small Jasper Ore
gregtech:gt.blockores:17511, Small Jasper Ore
gregtech:gt.blockores:18511, Small Jasper Ore
gregtech:gt.blockores:19511, Small Jasper Ore
gregtech:gt.blockores:20511, Small Jasper Ore
gregtech:gt.blockores:21511, Small Jasper Ore
gregtech:gt.blockores:22511, Small Jasper Ore
gregtech:gt.blockores:512, Spinel Ore
gregtech:gt.blockores:1512, Spinel Ore
gregtech:gt.blockores:2512, Spinel Ore
gregtech:gt.blockores:3512, Spinel Ore
gregtech:gt.blockores:4512, Spinel Ore
gregtech:gt.blockores:5512, Spinel Ore
gregtech:gt.blockores:6512, Spinel Ore
gregtech:gt.blockores:16512, Small Spinel Ore
gregtech:gt.blockores:17512, Small Spinel Ore
gregtech:gt.blockores:18512, Small Spinel Ore
gregtech:gt.blockores:19512, Small Spinel Ore
gregtech:gt.blockores:20512, Small Spinel Ore
gregtech:gt.blockores:21512, Small Spinel Ore
gregtech:gt.blockores:22512, Small Spinel Ore
gregtech:gt.blockores:513, Blue Topaz Ore
gregtech:gt.blockores:1513, Blue Topaz Ore
gregtech:gt.blockores:2513, Blue Topaz Ore
gregtech:gt.blockores:3513, Blue Topaz Ore
gregtech:gt.blockores:4513, Blue Topaz Ore
gregtech:gt.blockores:5513, Blue Topaz Ore
gregtech:gt.blockores:6513, Blue Topaz Ore
gregtech:gt.blockores:16513, Small Blue Topaz Ore
gregtech:gt.blockores:17513, Small Blue Topaz Ore
gregtech:gt.blockores:18513, Small Blue Topaz Ore
gregtech:gt.blockores:19513, Small Blue Topaz Ore
gregtech:gt.blockores:20513, Small Blue Topaz Ore
gregtech:gt.blockores:21513, Small Blue Topaz Ore
gregtech:gt.blockores:22513, Small Blue Topaz Ore
